firm name,website,ticker,hq country,hq state,hq city,permno,score,pbid,firm name from pitchbook,website from pitchbook,company profile,investor profile,limited partner profile,service provider profile,unnamed: 14
GROUP 1 AUTOMOTIVE INC,group1auto.com,GPI,USA,TX,Houston,85427,Very High,41262-49,Group 1 Automotive,www.group1auto.com,Yes,Yes,No,No,true
GROUPON INC,groupon.com,GRPN,USA,IL,Chicago,13108,Very High,43113-79,Groupon,www.groupon.com,Yes,Yes,No,No,true
GROWGENERATION CORP,growgeneration.com,GRWG,USA,CO,Greenwood Village,19137,Very High,113253-76,GrowGeneration,www.growgeneration.com,Yes,Yes,No,No,true
GRUBHUB INC,grubhub.com,GRUB,USA,IL,Chicago,14567,Very High,51258-16,Grubhub,www.grubhub.com,Yes,Yes,No,Yes,true
GSI TECHNOLOGY INC,gsitechnology.com,GSIT,USA,CA,Sunnyvale,91901,Very High,11468-80,GSI Technology,www.gsitechnology.com,Yes,Yes,No,No,true
GTT COMMUNICATIONS INC,gtt.net,GTT,USA,VA,McLean,13993,Very High,42046-75,GTT Communications,www.gtt.net,Yes,Yes,No,No,true
GTY TECHNOLOGY HOLDINGS,gtytechnology.com,GTYH,USA,MA,Boston,16464,Very High,169137-91,GTY Technology Holdings,www.gtytechnology.com,Yes,Yes,No,No,true
GUARANTY BANCORP,,GBNK,USA,CO,Denver,90948,Very High,13346-47,Guaranty Bank & Trust Company,www.guarantybankco.com,Yes,Yes,No,Yes,false
GUARANTY BANCSHARES INC,gnty.com,GNTY,USA,TX,Addison,86067,Very High,12012-49,Guaranty Bank & Trust,www.gnty.com,Yes,Yes,No,Yes,true
GUARDANT HEALTH INC,guardanthealth.com,GH,USA,CA,Palo Alto,18135,Very High,61434-55,Guardant Health,www.guardanthealth.com,Yes,Yes,No,No,true
GUE LIQ COS INC,,FTD,USA,IL,Downers Grove,14247,No Match,,,,,,,,true
GUESS INC,guess.com,GES,USA,CA,Los Angeles,83822,Very High,41038-84,Guess,www.guess.com,Yes,Yes,No,No,true
GUIDANCE SOFTWARE INC,guidancesoftware.com,GUID,USA,CA,Pasadena,91666,Very High,42080-50,Guidance Software,www.guidancesoftware.com,Yes,Yes,No,No,true
GUIDEWIRE SOFTWARE INC,guidewire.com,GWRE,USA,CA,San Mateo,13181,Very High,52727-68,Guidewire Software,www.guidewire.com,Yes,Yes,No,No,true
GULF ISLAND FABRICATION INC,gulfisland.com,GIFI,USA,TX,The Woodlands,84737,Very High,41118-58,Gulf Island Fabrication,www.gulfisland.com,Yes,Yes,No,No,true
GULFMARK OFFSHORE INC,gulfmark.com,GLF,USA,TX,Houston,17079,Very High,40702-06,GulfMark,www.gulfmark.com,Yes,Yes,No,No,true
GULFPORT ENERGY CORP,gulfportenergy.com,GPOR,USA,OK,Oklahoma City,91128,Very High,41163-76,Gulfport Energy,www.gulfportenergy.com,Yes,Yes,No,No,true
GULFPORT ENERGY CORP,gulfportenergy.com,GPOR,USA,OK,Oklahoma City,21219,Very High,41163-76,Gulfport Energy,www.gulfportenergy.com,Yes,Yes,No,No,true
GXO LOGISTIC INC,gxo.com,GXO,USA,CT,Greenwich,21608,Very High,463349-80,GXO Logistics,www.gxo.com,Yes,Yes,No,No,true
H&E EQUIPMENT SERVICES INC,he-equipment.com,HEES,USA,LA,Baton Rouge,91080,Very High,13398-22,H&E Equipment Services,www.he-equipment.com,Yes,Yes,No,Yes,true
HABIT RESTAURANTS INC (THE),habitburger.com,HABT,USA,CA,Irvine,15068,Very High,10326-61,The Habit Burger Grill,www.habitburger.com,Yes,No,No,No,true
HACKETT GROUP INC,thehackettgroup.com,HCKT,USA,FL,Miami,86048,Very High,41926-06,The Hackett Group,www.thehackettgroup.com,Yes,Yes,No,No,true
HAEMONETICS CORP,haemonetics.com,HAE,USA,MA,Boston,76837,Very High,41182-39,Haemonetics,www.haemonetics.com,Yes,Yes,No,No,true
HAIN CELESTIAL GROUP INC,hain.com,HAIN,USA,NY,Lake Success,80167,Very High,10828-72,The Hain Celestial Group,www.hain.com,Yes,Yes,No,No,true
HALLADOR ENERGY CO,halladorenergy.com,HNRG,USA,IN,Terre Haute,47723,Very High,41249-35,Hallador Energy,www.halladorenergy.com,Yes,Yes,No,Yes,true
HALLIBURTON CO,halliburton.com,HAL,USA,TX,Houston,23819,Very High,11645-92,Halliburton,www.halliburton.com,Yes,Yes,No,No,true
HALLMARK FINANCIAL SERVICES,hallmarkgrp.com,HALL,USA,TX,Dallas,75985,Very High,41912-11,Hallmark Financial Services,www.hallmarkgrp.com,Yes,Yes,No,No,true
HALOZYME THERAPEUTICS INC,halozyme.com,HALO,USA,CA,San Diego,90436,Very High,10712-80,Halozyme,,Yes,Yes,No,No,true
HAMILTON BEACH BND HDNG,hamiltonbeachbrands.com,HBB,USA,VA,Glen Allen,16920,Very High,100523-98,Hamilton Beach Brands,www.hamiltonbeachbrands.com,Yes,Yes,No,No,true
HAMILTON LANE INC,hamiltonlane.com,HLNE,USA,PA,Conshohocken,16632,Very High,11572-30,Hamilton Lane,www.hamiltonlane.com,Yes,Yes,Yes,Yes,true
HANCOCK WHITNEY CORP,hancockwhitney.com,HWC,USA,MS,Gulfport,76684,,,,,,,,,
HANDY & HARMAN LTD,handyharman.com,HNH,USA,NY,New York,92872,Very High,41187-25,Handy & Harman,www.handyharman.com,Yes,Yes,No,No,true
HANESBRANDS INC,hanes.com,HBI,USA,NC,Winston-Salem,91416,Very High,41616-73,Hanesbrands,www.hanes.com,Yes,Yes,No,No,true
HANGER INC,hangerclinic.com,HNGR,USA,TX,Austin,10051,Very High,64662-40,Hanger Clinic,www.hangerclinic.com,No,Yes,No,No,true
HANMI FINANCIAL CORP,hanmi.com,HAFC,USA,CA,Los Angeles,88865,Very High,41447-89,Hanmi Bank,www.hanmi.com,Yes,Yes,No,Yes,true
HANNON ARMSTRONG SUST INFR,hannonarmstrong.com,HASI,USA,MD,Annapolis,13843,Very High,51753-52,Hasi,www.hasi.com,Yes,Yes,No,Yes,true
HANOVER INSURANCE GROUP INC,hanover.com,THG,USA,MA,Worcester,82292,Very High,11774-98,The Hanover Insurance Group,www.hanover.com,Yes,Yes,Yes,No,true
HARBORONE BANCORP INC,harborone.com,HONE,USA,MA,Brockton,16097,Very High,112375-09,HarborOne Bank,www.harborone.com,Yes,Yes,No,Yes,true
HARDINGE INC,hardinge.com,HDNG,USA,PA,Berwyn,81620,High,41116-96,Hardinge,www.hardinge.com,Yes,Yes,No,No,true
HARLEY-DAVIDSON INC,harley-davidson.com,HOG,USA,WI,Milwaukee,70033,Very High,41247-73,Harley-Davidson,www.harley-davidson.com,Yes,Yes,No,No,true
HARMAN INTERNATIONAL INDS,harman.com,HAR,USA,CT,Stamford,75224,Very High,10440-01,Harman International Industries,www.harman.com,Yes,Yes,No,No,true
HARMONIC INC,harmonicinc.com,HLIT,USA,CA,San Jose,81621,Very High,41263-03,Harmonic (Other Communications and Networking),www.harmonicinc.com,Yes,Yes,No,No,true
HARMONY BIOSC HOLD INC,harmonybiosciences.com,HRMY,USA,PA,Plymouth Meeting,19635,Very High,186522-13,Harmony Biosciences,www.harmonybiosciences.com,Yes,Yes,No,No,true
HARPOON THERAPEUTICS,harpoontx.com,HARP,USA,CA,South San Francisco,18401,Very High,114243-31,Harpoon Therapeutics,www.harpoontx.com,Yes,No,No,No,true
HARSCO CORP,harsco.com,HSC,USA,PA,Philadelphia,25304,Very High,11067-31,Harsco,www.harsco.com,Yes,Yes,No,No,true
HARTFORD FINANCIAL SERVICES,thehartford.com,HIG,USA,CT,Hartford,82775,Very High,41333-86,The Hartford Financial Services Group,www.thehartford.com,Yes,Yes,Yes,No,true
HARVARD BIOSCIENCE INC,harvardbioscience.com,HBIO,USA,MA,Holliston,88839,Very High,12410-92,Harvard Bioscience,www.harvardbioscience.com,Yes,Yes,No,No,true
HASBRO INC,hasbro.com,HAS,USA,RI,Pawtucket,52978,Very High,12508-03,Hasbro,www.hasbro.com,Yes,Yes,No,No,true
HAVERTY FURNITURE,havertys.com,HVT,USA,GA,Atlanta,41217,Very High,41041-63,Haverty Furniture Companies,www.havertys.com,Yes,No,No,No,true
HAWAIIAN ELECTRIC INDS,hei.com,HE,USA,HI,Honolulu,41187,Very High,41142-97,Hawaiian Electric Industries,www.hei.com,Yes,Yes,No,No,true
HAWAIIAN HOLDINGS INC,hawaiianairlines.com,HA,USA,HI,Honolulu,81666,Very High,10189-99,Hawaiian Airlines,www.hawaiianairlines.com,Yes,Yes,No,No,true
HAWAIIAN TELCOM HOLDCO INC,hawaiiantel.com,HCOM,USA,HI,Honolulu,12916,Very High,10314-19,Hawaiian Telcom Holdco,www.hawaiiantel.com,Yes,Yes,No,No,true
HAWKINS INC,hawkinsinc.com,HWKN,USA,MN,Roseville,41241,Very High,41027-95,Hawkins,www.hawkinsinc.com,Yes,Yes,No,No,true
HAYNES INTERNATIONAL INC,haynesintl.com,HAYN,USA,IN,Kokomo,91902,Very High,12127-24,Haynes International,www.haynesintl.com,Yes,Yes,No,No,true
HAYWARD HOLDINGS INC,hayward.com,HAYW,USA,NC,Charlotte,20649,Very High,59479-66,Hayward Holdings,global.hayward.com,Yes,Yes,No,No,true
HBT FINANCIAL INC,hbtfinancial.com,HBT,USA,IL,Bloomington,19012,Very High,97833-52,HBT Financial,www.hbtbank.com,Yes,Yes,No,Yes,true
HCA HEALTHCARE INC,hcahealthcare.com,HCA,USA,TN,Nashville,12622,Very High,10441-90,HCA Management Services,www.hcahealthcare.com,Yes,Yes,No,No,true
HCI GROUP INC,hcigroup.com,HCI,USA,FL,Tampa,92780,Very High,42094-72,HCI Group,www.hcigroup.com,Yes,Yes,No,No,true
HD SUPPLY HOLDINGS INC,hdsupply.com,HDS,USA,GA,Atlanta,13957,Very High,10399-87,HD Supply,www.hdsupply.com,Yes,Yes,No,No,true
HEADWATERS INC,headwaters.com,HW,USA,UT,South Jordan,86042,Very High,12037-42,Headwaters,www.headwaters.com,Yes,Yes,No,No,true
HEALTH CATALYST INC,healthcatalyst.com,HCAT,USA,UT,South Jordan,18789,Very High,53394-22,Health Catalyst,www.healthcatalyst.com,Yes,Yes,No,No,true
HEALTHCARE REALTY TRUST INC,healthcarerealty.com,HR,USA,AZ,Nashville,13439,,,,,,,,,
HEALTHCARE REALTY TRUST INC,healthcarerealty.com,HR,USA,TN,Nashville,79233,Very High,41094-37,Healthcare Realty Trust,www.healthcarerealty.com,Yes,Yes,No,No,true
HEALTHCARE SERVICES GROUP,hcsgcorp.com,HCSG,USA,PA,Bensalem,41292,Very High,41321-89,Healthcare Services Group,www.hcsg.com,Yes,Yes,No,No,true
HEALTHEQUITY INC,healthequity.com,HQY,USA,UT,Draper,14803,Very High,55851-76,HealthEquity,www.healthequity.com,Yes,Yes,No,No,true
HEALTHPEAK PROPERTIES INC,healthpeak.com,PEAK,USA,CO,Denver,67598,,,,,,,,,
HEALTHSTREAM INC,healthstream.com,HSTM,USA,TN,Nashville,88167,Very High,41418-55,HealthStream,www.healthstream.com,Yes,Yes,No,No,true
HEARTLAND EXPRESS INC,heartlandexpress.com,HTLD,USA,IA,North Liberty,10812,Very High,41048-56,Heartland Express,www.heartlandexpress.com,Yes,Yes,No,No,true
HEARTLAND FINANCIAL USA INC,htlf.com,HTLF,USA,CO,Denver,89736,Very High,41218-21,Heartland Financial USA,www.htlf.com,Yes,Yes,No,Yes,true
HECLA MINING CO,hecla.com,HL,USA,ID,Coeur d'Alene,32651,Very High,41316-58,Hecla Mining,www.hecla-mining.com,Yes,Yes,Yes,No,true
HEICO CORP,heico.com,HEI,USA,FL,Hollywood,32678,Very High,12497-95,HEICO,www.heico.com,Yes,Yes,No,No,true
HEIDRICK & STRUGGLES INTL,heidrick.com,HSII,USA,IL,Chicago,86827,Very High,41155-39,Heidrick & Struggles International,www.heidrick.com,Yes,Yes,No,Yes,true
HELEN OF TROY LTD,helenoftroy.com,HELE,USA,TX,El Paso,41452,Very High,41338-09,Helen Of Troy,www.helenoftroy.com,Yes,Yes,No,No,true
HELIOS TECHNOLOGIES INC,heliostechnologies.com,HLIO,USA,FL,Sarasota,84438,Very High,41307-85,Helios Technologies,www.heliostechnologies.com,Yes,Yes,No,No,true
HELIUS MEDICAL TECHNOLOGIES,heliusmedical.com,HSDT,USA,PA,Newtown,17690,Very High,64401-49,Helius Medical Technologies,www.heliusmedical.com,Yes,Yes,No,No,true
HELIX ENERGY SOLUTIONS GROUP,helixesg.com,HLX,USA,TX,Houston,85168,Very High,42072-04,Helix Energy Solutions,www.helixesg.com,Yes,Yes,No,No,true
HELMERICH & PAYNE,hpinc.com,HP,USA,OK,Tulsa,32707,Very High,41088-34,Helmerich & Payne,www.helmerichpayne.com,Yes,Yes,No,Yes,true
HEMISPHERE MEDIA GROUP INC,hemispheretv.com,HMTV,USA,FL,Coral Gables,13876,Very High,56003-14,Hemisphere Media Group,www.hemispheretv.com,Yes,Yes,No,No,true
HENNESSY ADVISORS INC,hennessyadvisors.com,HNNA,USA,CA,Novato,14599,Very High,41498-83,Hennessy Advisors,www.hennessyadvisors.com,Yes,Yes,No,No,true
HENRY (JACK) & ASSOCIATES,jackhenry.com,JKHY,USA,MO,Monett,88664,Very High,41228-29,Jack Henry & Associates,www.jackhenry.com,Yes,Yes,No,No,true
HENRY SCHEIN INC,henryschein.com,HSIC,USA,NY,Melville,82581,Very High,40424-23,Henry Schein,henryschein.com,Yes,Yes,No,Yes,true
HERBALIFE LTD,herbalife.com,HLF,USA,CA,Los Angeles,90516,Very High,10191-43,Herbalife International of America,iamherbalifenutrition.com,Yes,Yes,No,No,true
HERC HOLDINGS INC,hercrentals.com,HRI,USA,FL,Bonita Springs,91575,Very High,99538-21,Herc Holdings,www.hercrentals.com,Yes,Yes,No,No,true
HERITAGE COMMERCE CORP,heritagecommercecorp.com,HTBK,USA,CA,San Jose,86302,Very High,41260-87,Heritage Commerce,www.heritagecommercecorp.com,Yes,Yes,No,Yes,true
HERITAGE FINANCIAL CORP,hf-wa.com,HFWA,USA,WA,Olympia,85731,Very High,41076-28,Heritage Financial,www.heritagebanknw.com,Yes,Yes,No,Yes,true
HERITAGE INSURANCE HOLDINGS,heritagepci.com,HRTG,USA,FL,Tampa,14625,Very High,63236-71,Heritage Insurance Holdings,www.heritagepci.com,Yes,Yes,No,No,true
HERITAGE OAKS BANCORP,,HEOP,USA,CA,Paso Robles,90359,Very High,41254-66,Heritage Oaks Bank,www.heritageoaksbank.com,Yes,Yes,No,No,false
HERITAGE-CRYSTAL CLEAN INC,crystal-clean.com,HCCI,USA,IL,Hoffman Estates,92588,Very High,11490-85,Heritage-Crystal Clean,www.crystal-clean.com,Yes,Yes,No,No,true
HERMITAGE OFFSHORE SER - OLD,hermitage-offshore.com,NAO,BMU,,Hamilton,14756,High,64000-00,Hermitage Offshore Services,www.hermitage-offshore.com,Yes,Yes,No,No,true
HERON THERAPEUTICS INC,herontx.com,HRTX,USA,CA,San Diego,11636,Very High,41049-82,Heron Therapeutics,herontx.com,Yes,No,No,No,true
HERSHA HOSPITALITY TRUST,hersha.com,HT,USA,PA,Harrisburg,86563,Very High,41086-09,Hersha Hotels And Resorts,,Yes,Yes,No,No,true
HERSHEY CO,thehersheycompany.com,HSY,USA,PA,Hershey,16600,Very High,10805-41,Hershey,www.thehersheycompany.com,Yes,Yes,No,No,true
HERTZ GLOBAL HOLDINGS INC,hertz.com,HTZ,USA,FL,Estero,16086,Very High,10031-32,Hertz,www.hertz.com,Yes,Yes,No,No,true
HESKA CORP,heska.com,HSKA,USA,CO,Loveland,85187,Very High,41149-63,Heska,www.heska.com,Yes,Yes,No,No,true
HESS CORP,hess.com,HES,USA,NY,New York,28484,Very High,60407-83,Hess,www.hess.com,Yes,Yes,Yes,No,true
HEWLETT PACKARD ENTERPRISE,hpe.com,HPE,USA,TX,Spring,15707,Very High,98240-14,Hewlett Packard Enterprise,www.hpe.com,Yes,Yes,No,No,true
HEXCEL CORP,hexcel.com,HXL,USA,CT,Stamford,61567,Very High,12006-10,Hexcel,www.hexcel.com,Yes,Yes,No,No,true
HF FOODS GROUP INC,hffoodsgroup.com,HFFG,USA,NV,Las Vegas,16922,Very High,230889-61,HF Foods Group,www.hffoodsgroup.com,Yes,Yes,No,No,true
HF SINCLAIR CORP,hfsinclair.com,HFC,USA,TX,Dallas,32803,Very High,41039-56,HF Sinclair,www.hfsinclair.com,Yes,Yes,No,No,true
HFF INC,hfflp.com,HF,USA,TX,Dallas,91692,Very High,11830-33,Holliday Fenoglio Fowler,www.hfflp.com,Yes,Yes,No,Yes,true
HIBBETT INC,hibbett.com,HIBB,USA,AL,Birmingham,84084,Very High,13112-65,Hibbett Sports,www.hibbett.com,Yes,Yes,No,No,true
HIGHPEAK ENERGY INC,highpeakenergy.com,HPK,USA,TX,Fort Worth,19632,Very High,227223-82,Highpeak Energy,www.highpeakenergy.com,Yes,Yes,No,No,true
HIGHPOINT RESOURCES CORP,hpres.com,HPR,USA,CO,Denver,90494,Very High,12054-52,HighPoint Resources,www.hpres.com,Yes,Yes,No,No,true
HIGHWOODS PROPERTIES INC,highwoods.com,HIW,USA,NC,Raleigh,80688,Very High,41265-10,Highwoods Properties,www.highwoods.com,Yes,Yes,No,No,true
HILL INTERNATIONAL INC,hillintl.com,HIL,USA,PA,Philadelphia,91355,Very High,42033-97,Hill International,www.hillintl.com,Yes,Yes,No,Yes,true
HILL-ROM HOLDINGS INC,hillrom.com,HRC,USA,IL,Chicago,52716,Very High,41910-94,Hill-Rom Holdings,www.hillrom.com,Yes,Yes,No,No,true
HILLENBRAND INC,hillenbrand.com,HI,USA,IN,Batesville,92597,Very High,42102-91,Hillenbrand (US),www.hillenbrand.com,Yes,Yes,No,No,true
HILLMAN SOLUTIONS CORP,hillmangroup.com,HLMN,USA,OH,Forest Park,20153,Very High,10356-13,The Hillman Group,www.hillmangroup.com,Yes,Yes,No,Yes,true
HILLTOP HOLDINGS INC,hilltop-holdings.com,HTH,USA,TX,Dallas,90037,Very High,12308-86,Hilltop Holdings,www.hilltop-holdings.com,Yes,Yes,No,Yes,true
HILTON GRAND VACATIONS,hiltongrandvacations.com,HGV,USA,FL,Orlando,16498,Very High,92633-86,Hilton Grand Vacations,www.hgv.com,Yes,Yes,No,No,true
HILTON WORLDWIDE HOLDINGS,hilton.com,HLT,USA,VA,McLean,14338,Very High,10544-59,Hilton Worldwide Holdings,hiltonworldwide.com,Yes,Yes,No,No,true
HIMS & HERS HEALTH INC,forhims.com,HIMS,USA,CA,San Francisco,18938,Very High,221951-98,Hims & Hers Health,www.forhims.com,Yes,Yes,No,No,true
HINGHAM INSTN FOR SAVINGS,hinghamsavings.com,HIFS,USA,MA,Hingham,12189,Very High,59376-16,Hingham Institution For Savings,www.hinghamsavings.com,Yes,No,No,Yes,true
HIPPO HOLDINGS INC,hippo.com,HIPO,USA,CA,Palo Alto,20404,Very High,162900-82,Hippo Enterprises,www.hippo.com,Yes,Yes,No,No,true
HIRERIGHT HOLDING CORP,hireright.com,HRT,USA,TN,Nashville,22115,Very High,11006-74,HireRight,www.hireright.com,Yes,Yes,No,No,true
HMS HOLDINGS CORP,hms.com,HMSY,USA,TX,Irving,78156,Very High,98217-37,Health Management Systems,www.hms.com,Yes,Yes,No,No,true
HNI CORP,hnicorp.com,HNI,USA,IA,Muscatine,42439,Very High,41199-67,HNI,www.hnicorp.com,Yes,Yes,No,No,true
HOLLEY INC,holley.com,HLLY,USA,KY,Bowling Green,20120,Very High,123869-26,Holley Performance Products,www.holley.com,Yes,Yes,No,No,true
HOLOGIC INC,hologic.com,HOLX,USA,MA,Marlborough,76095,Very High,41026-87,Hologic,www.hologic.com,Yes,Yes,No,Yes,true
HOME BANCORP INC,home24bank.com,HBCP,USA,LA,Lafayette,92810,Very High,42109-84,Home Bancorp,home24bank.com,Yes,Yes,No,Yes,true
HOME BANCSHARES INC,homebancshares.com,HOMB,USA,AR,Conway,91356,Very High,10555-66,Home Bancshares,www.homebancshares.com,Yes,Yes,No,Yes,true
HOME DEPOT INC,homedepot.com,HD,USA,GA,Atlanta,66181,Very High,11069-11,The Home Depot,www.homedepot.com,Yes,Yes,No,No,true
HOMESTREET INC,homestreet.com,HMST,USA,WA,Seattle,13278,Very High,52308-73,HomeStreet Bank,www.homestreet.com,Yes,Yes,No,Yes,true
HOMETRUST BANCSHARES INC,htb.com,HTBI,USA,NC,Asheville,13534,Very High,124927-21,HomeTrust Bancshares,www.htb.com,Yes,Yes,No,Yes,true
HOMOLOGY MEDICINES INC,homologymedicines.com,FIXX,USA,MA,Bedford,17358,Very High,150985-27,Homology Medicines,www.homologymedicines.com,Yes,Yes,No,No,true
HONEST COMPANY INC,honest.com,HNST,USA,CA,Los Angeles,21118,Very High,54121-15,The Honest Company,www.honest.com,Yes,Yes,No,No,true
HONEYWELL INTERNATIONAL INC,honeywell.com,HON,USA,NC,Charlotte,10145,Very High,431738-47,Honeywell (Personal Protective Equipment),,Yes,No,No,No,true
HOOKER FURNISHINGS CORP,hookerfurniture.com,HOFT,USA,VA,Martinsville,89416,Very High,41399-20,Hooker Furniture,www.hookerfurnishings.com,Yes,Yes,No,No,true
HOPE BANCORP INC,bankofhope.com,HOPE,USA,CA,Los Angeles,85741,Very High,163435-33,Bank of Hope,www.bankofhope.com,Yes,Yes,No,Yes,true
HORACE MANN EDUCATORS CORP,horacemann.com,HMN,USA,IL,Springfield,77120,Very High,41125-06,Horace Mann Educators,www.horacemann.com,Yes,Yes,No,No,true
HORIZON BANCORP INC,horizonbank.com,HBNC,USA,IN,Michigan City,11565,Very High,41170-33,Horizon Bank,www.horizonbank.com,Yes,Yes,No,Yes,true
HORIZON GLOBAL CORP,horizonglobal.com,HZN,USA,MI,Plymouth,15399,Very High,89553-88,Horizon Global,www.horizonglobal.com,Yes,Yes,No,No,true
HORIZON THERAPEUTICS PUB LTD,horizontherapeutics.com,HZNP,IRL,,Dublin,12919,Very High,49064-23,Horizon Therapeutics,www.horizontherapeutics.com,Yes,Yes,Yes,No,true
HORMEL FOODS CORP,hormelfoods.com,HRL,USA,MN,Austin,32870,Very High,11569-60,Hormel Foods,www.hormelfoods.com,Yes,Yes,Yes,No,true
HORNBECK OFFSHORE SVCS INC,hornbeckoffshore.com,HOS,USA,LA,Covington,90067,Very High,12329-02,Hornbeck Offshore Services,www.hornbeckoffshore.com,Yes,Yes,No,No,true
HORTONWORKS INC,,HDP,USA,CA,Santa Clara,15128,Very High,52329-79,Hortonworks,www.hortonworks.com,Yes,Yes,No,No,false
HOST HOTELS & RESORTS INC,hosthotels.com,HST,USA,MD,Bethesda,46703,Very High,41391-82,Host Hotels & Resorts,www.hosthotels.com,Yes,Yes,Yes,No,true
HOSTESS BRANDS INC,hostessbrands.com,TWNK,USA,KS,Lenexa,15785,Very High,10904-41,Hostess Brands,www.hostessbrands.com,Yes,Yes,No,No,true
HOUGHTON MIFFLIN HARCOURT CO,hmhco.com,HMHC,USA,MA,Boston,14312,Very High,10350-37,Houghton Mifflin Harcourt,www.hmhco.com,Yes,Yes,No,No,true
HOULIHAN LOKEY INC,hl.com,HLI,USA,CA,Los Angeles,15623,Very High,10030-87,Houlihan Lokey,www.hl.com,Yes,Yes,No,Yes,true
HOVNANIAN ENTRPRS INC  -CL A,khov.com,HOV,USA,NJ,Matawan,65285,Very High,41196-61,Hovnanian Enterprises,www.khov.com,Yes,Yes,No,No,true
HOWARD BANCORP INC,,HBMD,USA,MD,Baltimore,13532,Very High,54777-25,Howard Bank,www.howardbank.com,Yes,Yes,No,Yes,false
HOWARD HUGHES CORP,howardhughes.com,HHC,USA,TX,The Woodlands,12373,Very High,51210-55,Howard Hughes,www.howardhughes.com,Yes,Yes,No,No,true
HOWMET AEROSPACE INC,howmet.com,HWM,USA,PA,Pittsburgh,24643,Very High,10716-31,Howmet Aerospace,www.howmet.com,Yes,Yes,Yes,No,true
HP INC,hp.com,HPQ,USA,CA,Palo Alto,27828,Very High,10592-11,Hewlett-Packard,www.hp.com,Yes,Yes,No,Yes,true
HSN INC,hsn.com,HSNI,USA,FL,St. Petersburg,92771,Very High,42109-03,HSN,www.hsn.com,Yes,Yes,No,No,true
HUB GROUP INC  -CL A,hubgroup.com,HUBG,USA,IL,Oak Brook,83272,Very High,41244-13,Hub Group,www.hubgroup.com,Yes,Yes,No,No,true
HUBBELL INC,hubbell.com,HUBB,USA,CT,Shelton,32942,Very High,10715-59,Hubbell (Electrical Equipment),www.hubbell.com,Yes,Yes,No,No,true
HUBSPOT INC,hubspot.com,HUBS,USA,MA,Cambridge,14970,Very High,51663-79,HubSpot,www.hubspot.com,Yes,Yes,No,Yes,true
HUDSON PACIFIC PPTYS INC,hudsonpacificproperties.com,HPP,USA,CA,Los Angeles,93419,Very High,48155-32,Hudson Pacific Properties,www.hudsonpacificproperties.com,Yes,Yes,Yes,Yes,true
HUDSON TECHNOLOGIES INC,hudsontech.com,HDSN,USA,NJ,Woodcliff Lake,81084,Very High,41961-34,Hudson Technologies,www.hudsontech.com,Yes,Yes,No,No,true
HUMANA INC,humana.com,HUM,USA,KY,Louisville,48653,Very High,12264-49,Humana,www.humana.com,Yes,Yes,No,No,true
HUMANIGEN INC,humanigen.com,HGEN,USA,NJ,Short Hills,13755,Very High,52797-34,Humanigen,www.humanigen.com,Yes,Yes,No,No,true
HUNT (JB) TRANSPRT SVCS INC,jbhunt.com,JBHT,USA,AR,Lowell,42877,Very High,41319-46,J.B. Hunt Transport,www.jbhunt.com,Yes,Yes,No,No,true
HUNTINGTON BANCSHARES,huntington.com,HBAN,USA,OH,Columbus,42906,Very High,41330-17,Huntington National Bank,www.huntington.com,Yes,Yes,Yes,Yes,true
HUNTINGTON INGALLS IND INC,huntingtoningalls.com,HII,USA,VA,Newport News,12623,Very High,52628-05,Huntington Ingalls Industries,hii.com,Yes,Yes,Yes,No,true
HUNTSMAN CORP,huntsman.com,HUN,USA,TX,The Woodlands,90558,Very High,10425-16,Huntsman,www.huntsman.com,Yes,Yes,No,No,true
HURCO COS INC,hurco.com,HURC,USA,IN,Indianapolis,42922,Very High,12102-67,Hurco Companies,www.hurco.com,Yes,Yes,No,Yes,true
HURON CONSULTING GROUP INC,huronconsultinggroup.com,HURN,USA,IL,Chicago,90409,Very High,12012-04,Huron Consulting Group,www.huronconsultinggroup.com,Yes,Yes,No,Yes,true
HUTTIG BUILDING PRODUCTS INC,huttig.com,HBP,USA,MO,Saint Louis,87464,Very High,41415-04,Huttig Building Products,www.huttig.com,Yes,Yes,No,No,true
HYATT HOTELS CORP,hyatt.com,H,USA,IL,Chicago,93098,Very High,10454-32,Hyatt Hotels,www.hyatt.com,Yes,Yes,No,Yes,true
HYDROFARM HLDNG GP INC,hydrofarm.com,HYFM,USA,PA,Shoemakersville,20194,High,130086-37,Hydrofarm,www.hydrofarm.com,Yes,Yes,No,No,true
HYLIION HOLDINGS CORP,hyliion.com,HYLN,USA,TX,Cedar Park,18539,Very High,121629-88,Hyliion,www.hyliion.com,Yes,Yes,No,No,true
HYRECAR INC,hyrecar.com,HYRE,USA,CA,Los Angeles,17886,Very High,101696-77,HyreCar,www.hyrecar.com,Yes,No,No,No,true
HYSTER-YALE MATERIALS HNDLNG,hyster-yale.com,HY,USA,OH,Cleveland,13577,Very High,41529-61,Hyster-Yale Materials Handling,www.hyster-yale.com,Yes,Yes,No,Yes,true
